-45.97,-41.783,44.432
-28.913,-57.269,47.786
-33.44,-47.676,46.701
-27.612,6.781,54.642
-40.072,40.729,13.667
-49.419,8.3277,19.691
-43.168,23.66,23.168
-40.664,12.796,33.538
-46.701,1.3131,36.705
-2.4537,0.80481,31.201
-58.095,-37.489,-16.88
-51.788,-49.57,41.62
-40.707,-51.136,44.799
-40.845,46.941,-3.7021
-28.04,53.376,8.8753
-5.2736,23.589,47.321
-10.692,-68.221,32.04
-10.122,-72.246,45.538
-7.3721,-61.654,54.209
-4.052,-28.139,28.148
-43.716,-63.662,39.811
-24.679,32.378,38.18
-23.751,20.084,49.129
-4.4941,-50.87,17.202
-6.467,-55.217,30.576
-4.7956,-36.354,36.089
-2.643,-16.189,37.737
-6.4494,-55.882,44.143
-6.2267,37.7,-9.0976
-7.2474,58.466,2.4002
-7.7075,44.024,10.798
-45.149,8.742,-31.825
-57.15,-12.176,-19.213
-51.865,-25.119,-6.1804
-57.675,-38.934,-2.4874
-46.292,-60.819,23.404
-54.674,-52.428,27.292
-17.606,58.578,19.481
-5.9979,47.108,32.041
-14.919,43.388,40.83
-11.263,21.949,58.993
-7.2092,6.8086,63.091
-37.496,17.359,45.533
-41.135,4.5844,46.833
-33.167,19.593,-13.62
-31.325,40.913,-12.423
-45.162,32.359,-8.207
-46.66,29.122,2.2467
-50.145,22.356,11.085
-37.159,-77.194,31.753
-9.2978,-50.956,6.6312
-13.061,-60.514,17.479
-21.686,-21.657,-23.991
-28.779,-34.629,-16.157
-14.806,-39.011,-8.092
-53.269,2.6168,-10.327
-55.72,-13.22,-6.1918
-58.124,-31.268,3.4751
-55.218,-45.136,10.235
-51.686,-53.97,11.166
35.582,-45.873,-19.259
26.371,-53.859,-8.4072
26.304,-75.209,-10.882
43.381,-76.89,-5.7353
7.924,-87.034,-6.9088
24.516,-92.499,-5.8408
13.079,-93.51,2.5133
34.461,-86.025,4.5188
19.124,-94.664,13.675
41.662,-77.451,14.13
27.686,-82.924,22.963
17.312,-36.094,-9.8078
9.7921,-71.934,-2.197
13.69,-56.687,-2.5458
16.803,-45.349,-0.98287
10.531,-75.231,8.9113
21.544,-60.227,7.5097
11.319,-87.243,23.404
13.518,-73.78,27.156
21.01,-78.986,40.875
49.879,-14.731,47.669
43.779,-10.378,45.337
47.494,-24.719,51.119
7.8837,-9.0764,49.447
38.353,-24.42,54.548
33.786,-33.873,58.034
34.227,-18.549,58.729
10.419,-40.735,62.858
5.4708,-24.283,64.053
23.246,-29.667,63.943
23.334,-35.329,66.148
20.256,-25.108,63.556
16.059,-13.104,69.715
12.758,-38.633,73.023
12.608,-30.51,70.241
52.731,-12.798,3.6179
36.437,-20.35,11.993
40.441,-9.1929,14.234
60.445,-28.081,12.86
42.888,-28.733,18.616
57.984,-0.58855,12.307
54.996,-14.869,16.586
59.158,-5.4044,25.681
49.361,-8.9329,34.956
47.491,-55.619,-11.87
46.476,-65.131,7.611
49.28,-57.22,13.419
34.42,-74.8,26.615
26.989,-66.134,43.225
16.927,-67.625,54.028
32.694,-50.371,49.928
25.814,-55.843,58.147
57.102,-15.871,36.136
51.895,-25.808,41.899
39.816,-32.96,45.119
32.848,-41.389,58.005
9.5003,-54.69,59.647
20.059,-47.54,65.987
34.914,-3.5025,51.851
24.735,-8.6215,61.798
61.083,-37.13,24.81
54.087,-30.206,26.184
60.008,-20.343,26.768
59.728,-30.668,37.906
48.207,3.047,40.001
38.493,3.6815,-14.171
40.461,-8.6268,-5.3195
38.719,5.2453,6.8865
50.565,4.949,4.9305
7.1388,6.7396,40.351
7.5123,-15.018,40.617
11.257,-33.117,43.635
11.181,-35.607,51.767
7.056,-1.1238,61.989
14.841,3.9015,67.047
55.812,-42.152,37.86
41.556,42.877,11.574
33.425,43.01,24.768
26.116,48.12,25.389
33.56,21.263,-8.4584
38.259,21.45,4.0703
7.8167,27.569,29.998
6.1718,18.043,51.976
14.343,22.982,-19.905
25.965,22.87,-17.684
4.7932,23.555,-20.799
11.078,49.244,-20.6
8.4732,62.875,-4.0274
40.922,-2.3381,-40.71
31.664,9.9706,-33.472
27.736,-9.3395,-32.837
52.897,-20.686,-28.656
42.525,-23.066,-25.971
45.861,7.8302,-15.635
55.613,-55.299,0.39031
33.449,-65.064,41.083
48.063,-36.819,45.546
37.91,-42.821,43.855
24.27,6.7031,57.313
51.722,13.727,15.015
44.878,30.667,20.842
50.409,7.5571,25.546
41.885,15.162,29.835
4.0531,-3.791,31.432
59.549,-38.611,-13.525
50.708,-54.47,39.811
47.43,-46.931,45.254
38.784,-55.382,44.88
37.108,30.81,35.86
40.67,15.128,43.172
30.903,13.897,51.773
30.695,43.925,-12.657
21.845,60.992,-5.6211
39.947,50.771,-3.5955
28.897,55.145,6.8161
5.8831,37.71,41.868
13.977,-68.62,37.863
7.5081,-48.648,46.31
7.4764,-64.237,50.039
5.7025,-28.546,27.709
60.151,-13.323,-18.363
50.994,-55.199,25.152
44.451,-65.107,38.895
24.935,27.763,44.629
5.9524,-53.579,25.623
6.2169,-36.325,35.962
8.2097,-57.656,38.555
5.814,39.309,-9.61
8.5643,43.449,7.5767
16.453,61.414,17.663
7.4831,53.122,19.75
4.4742,20.859,22.466
60.951,-34.3,-2.5859
49.369,7.949,-28.213
15.991,45.512,39.7
13.559,23.175,58.326
42.415,31.951,-12.584
48.617,32.877,-1.5132
51.373,25.204,10.56
44.968,-69.621,27.125
9.844,-50.134,9.2015
17.241,-58.645,20.527
28.162,-29.935,-18.432
53.512,-5.5404,-12.332
50.115,-23.187,-6.1336
61.193,-23.131,2.0265
51.206,-35.346,3.8162
53.619,-47.04,11.553
57.264,-39.423,14.821
54.355,-46.851,25.192
